epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1848.04,0.69181,0.46547,0.85708,0.87058,0.75205,0.83787,0.63264,0.69687,0.52643,0.89443,0.008218,0.008218,0.008218
182,1858.15,0.68484,0.46521,0.85493,0.84631,0.77566,0.8451,0.63316,0.7063,0.52703,0.89869,0.0082081,0.0082081,0.0082081
183,1868.27,0.69395,0.46779,0.85714,0.86356,0.76028,0.85065,0.63191,0.70048,0.52467,0.89516,0.0081982,0.0081982,0.0081982
184,1878.59,0.69989,0.46618,0.85677,0.86901,0.73686,0.8292,0.61959,0.69998,0.52478,0.89732,0.0081883,0.0081883,0.0081883
185,1888.59,0.68525,0.46635,0.8567,0.88717,0.73515,0.83806,0.62641,0.7014,0.52617,0.89816,0.0081784,0.0081784,0.0081784
186,1898.59,0.68971,0.46335,0.85469,0.89271,0.72985,0.83698,0.62489,0.70581,0.52678,0.89885,0.0081685,0.0081685,0.0081685
187,1908.65,0.68406,0.46316,0.85284,0.84502,0.78526,0.84865,0.62295,0.70592,0.52659,0.89815,0.0081586,0.0081586,0.0081586
188,1919.58,0.69753,0.4636,0.85548,0.86686,0.7546,0.83869,0.62038,0.70037,0.52633,0.89455,0.0081487,0.0081487,0.0081487
189,1929.34,0.68258,0.45632,0.85333,0.85987,0.75401,0.8324,0.62568,0.69505,0.52998,0.89519,0.0081388,0.0081388,0.0081388
190,1939.37,0.68885,0.4635,0.85495,0.85741,0.76572,0.84157,0.6338,0.69224,0.5275,0.89565,0.0081289,0.0081289,0.0081289
191,1949.54,0.67956,0.45763,0.8556,0.91753,0.70451,0.82831,0.61902,0.69509,0.53004,0.89689,0.008119,0.008119,0.008119
192,1959.63,0.69204,0.46184,0.85437,0.86088,0.74348,0.82442,0.61994,0.69782,0.52226,0.89572,0.0081091,0.0081091,0.0081091
193,1969.71,0.68984,0.45958,0.85328,0.81906,0.79226,0.84249,0.62304,0.69997,0.52108,0.89692,0.0080992,0.0080992,0.0080992
194,1979.88,0.68674,0.45564,0.85418,0.86501,0.75381,0.84043,0.62883,0.6999,0.52191,0.89607,0.0080893,0.0080893,0.0080893
195,1989.76,0.6793,0.46174,0.85599,0.8365,0.75614,0.83409,0.61991,0.69873,0.52714,0.8952,0.0080794,0.0080794,0.0080794
196,1999.89,0.686,0.45706,0.85315,0.84621,0.77556,0.84214,0.63092,0.69338,0.51928,0.89521,0.0080695,0.0080695,0.0080695
197,2009.82,0.68856,0.45705,0.85538,0.89155,0.74459,0.84292,0.63229,0.69545,0.52064,0.89664,0.0080596,0.0080596,0.0080596
198,2020.21,0.68874,0.46233,0.85628,0.89225,0.74994,0.84326,0.6365,0.69376,0.52332,0.89435,0.0080497,0.0080497,0.0080497
199,2030.48,0.68956,0.46337,0.85338,0.85453,0.75827,0.84204,0.63274,0.70111,0.52651,0.89686,0.0080398,0.0080398,0.0080398
200,2040.44,0.68825,0.46559,0.85456,0.85808,0.75759,0.8407,0.63332,0.68884,0.52175,0.89399,0.0080299,0.0080299,0.0080299
201,2050.57,0.67931,0.45082,0.85169,0.86273,0.76221,0.85029,0.63828,0.68923,0.52018,0.89337,0.00802,0.00802,0.00802
202,2060.87,0.68838,0.45451,0.85363,0.83387,0.76435,0.83972,0.63227,0.68865,0.52131,0.89397,0.0080101,0.0080101,0.0080101
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,0.85803,0.63955,,,,,,
